municipality,census_csduid,census_cduid,census_desc,fuel_type,registered_vehicles_2016,registered_vehicles_2017,registered_vehicles_2018,registered_vehicles_2019,registered_vehicles_2020
Waterloo,,3530,Census Division,Gas,353603,364420,374148,382656,388495
Waterloo,3530016,,City,Plugin Hybrid,50,92,174,203,225
Waterloo,,3530,Census Division,Plugin Hybrid,153,313,608,722,803
Waterloo,3530016,,City,Propane,1,1,2,1,1
Waterloo,,3530,Census Division,Propane,19,12,8,8,9
Wawa,3557076,,Municipality,Compressed Natural Gas,0,0,0,0,0
Wawa,3557076,,Municipality,Diesel,246,235,240,234,232
Wawa,3557076,,Municipality,Electric,0,0,0,0,0
Wawa,3557076,,Municipality,Gas,2214,2254,2269,2276,2319
Wawa,3557076,,Municipality,Plugin Hybrid,0,0,0,0,0
Wawa,3557076,,Municipality,Propane,2,2,1,0,0
Welland,3526032,,City,Compressed Natural Gas,1,0,0,1,0
Welland,3526032,,City,Diesel,1073,1124,1167,1229,1277
Welland,3526032,,City,Electric,1,9,24,34,51
Welland,3526032,,City,Gas,38339,39486,40256,41339,42833
Welland,3526032,,City,Plugin Hybrid,15,19,43,41,43
Welland,3526032,,City,Propane,5,4,4,4,1
Wellesley,3530027,,Township,Compressed Natural Gas,0,0,0,0,0
Wellesley,3530027,,Township,Diesel,569,544,572,570,572
Wellesley,3530027,,Township,Electric,9,11,21,27,35
Wellesley,3530027,,Township,Gas,7011,7198,7239,7328,7425
Wellesley,3530027,,Township,Plugin Hybrid,0,2,8,7,11
Wellesley,3530027,,Township,Propane,0,0,0,0,0
Wellington,,3523,Census Division,Compressed Natural Gas,14,11,12,13,15
Wellington,,3523,Census Division,Diesel,10872,10747,10724,11065,11320
Wellington,,3523,Census Division,Electric,67,120,297,461,574
Wellington,,3523,Census Division,Gas,155563,160703,164097,167371,170880
Wellington,,3523,Census Division,Plugin Hybrid,66,116,247,299,330
Wellington,,3523,Census Division,Propane,13,4,40,38,37
Wellington North,3523050,,Township,Compressed Natural Gas,0,0,0,0,0
Wellington North,3523050,,Township,Diesel,1147,1169,1205,1288,1334
Wellington North,3523050,,Township,Electric,0,3,8,13,13
Wellington North,3523050,,Township,Gas,10000,10302,10429,10648,10947
Wellington North,3523050,,Township,Plugin Hybrid,1,2,9,7,9
Wellington North,3523050,,Township,Propane,1,0,30,30,30
West Elgin,3534042,,Municipality,Compressed Natural Gas,0,0,0,0,1
West Elgin,3534042,,Municipality,Diesel,333,334,352,371,373
West Elgin,3534042,,Municipality,Electric,0,1,4,4,5
West Elgin,3534042,,Municipality,Gas,3895,4010,4069,4110,4286
West Elgin,3534042,,Municipality,Plugin Hybrid,1,2,3,3,3
West Elgin,3534042,,Municipality,Propane,1,1,1,1,1
West Grey,3542004,,Municipality,Compressed Natural Gas,0,1,1,0,0
West Grey,3542004,,Municipality,Diesel,548,536,554,557,570
West Grey,3542004,,Municipality,Electric,0,1,3,6,11
West Grey,3542004,,Municipality,Gas,6668,6754,6914,6935,7016
West Grey,3542004,,Municipality,Plugin Hybrid,3,3,5,5,4
West Grey,3542004,,Municipality,Propane,0,0,0,1,1
West Lincoln,3526021,,Township,Compressed Natural Gas,2,1,0,1,2
West Lincoln,3526021,,Township,Diesel,904,930,987,1032,1095
West Lincoln,3526021,,Township,Electric,2,7,14,18,23
West Lincoln,3526021,,Township,Gas,9802,10051,10234,10462,10858
West Lincoln,3526021,,Township,Plugin Hybrid,2,5,9,14,14
West Lincoln,3526021,,Township,Propane,2,2,3,2,2
West Nipissing / Nipissing Ouest,3548055,,Municipality / Municipalite,Compressed Natural Gas,1,1,1,1,2
West Nipissing / Nipissing Ouest,3548055,,Municipality / Municipalite,Diesel,1197,1215,1374,1410,1408
West Nipissing / Nipissing Ouest,3548055,,Municipality / Municipalite,Electric,2,3,6,10,10
West Nipissing / Nipissing Ouest,3548055,,Municipality / Municipalite,Gas,11377,11455,11719,11857,12021
West Nipissing / Nipissing Ouest,3548055,,Municipality / Municipalite,Plugin Hybrid,5,7,10,10,9
West Nipissing / Nipissing Ouest,3548055,,Municipality / Municipalite,Propane,2,2,1,1,1
West Perth,3531025,,Municipality,Compressed Natural Gas,0,0,0,0,0
West Perth,3531025,,Municipality,Diesel,531,513,519,548,565
West Perth,3531025,,Municipality,Electric,1,1,1,3,5
West Perth,3531025,,Municipality,Gas,6156,6261,6396,6527,6641
West Perth,3531025,,Municipality,Plugin Hybrid,1,1,3,3,3
West Perth,3531025,,Municipality,Propane,1,1,0,0,0
Westport,3507033,,Village,Compressed Natural Gas,0,0,0,0,0
Westport,3507033,,Village,Diesel,109,116,102,114,115
Westport,3507033,,Village,Electric,0,0,2,2,5
Westport,3507033,,Village,Gas,1859,1926,1979,2037,2120
Westport,3507033,,Village,Plugin Hybrid,1,1,2,2,2
Westport,3507033,,Village,Propane,1,1,1,1,1
Whitby,3518009,,Town,Compressed Natural Gas,2,0,3,3,3
Whitby,3518009,,Town,Diesel,2962,2795,2850,2843,2891
Whitby,3518009,,Town,Electric,44,67,146,203,302
Whitby,3518009,,Town,Gas,85073,86409,87376,88848,90947
Whitby,3518009,,Town,Plugin Hybrid,40,70,125,143,163
Whitby,3518009,,Town,Propane,2,2,2,3,4
Whitchurch-Stouffville,3519044,,Town,Compressed Natural Gas,1,1,1,1,1
Whitchurch-Stouffville,3519044,,Town,Diesel,2487,2607,2652,2619,2593
Whitchurch-Stouffville,3519044,,Town,Electric,45,72,139,208,274
Whitchurch-Stouffville,3519044,,Town,Gas,33086,34349,35054,35726,36026
Whitchurch-Stouffville,3519044,,Town,Plugin Hybrid,31,42,72,86,100
Whitchurch-Stouffville,3519044,,Town,Propane,0,0,0,0,0
White River,3557091,,Township,Compressed Natural Gas,0,0,0,0,0
White River,3557091,,Township,Diesel,82,81,82,78,80
White River,3557091,,Township,Electric,0,0,0,0,0
White River,3557091,,Township,Gas,547,532,546,546,562
White River,3557091,,Township,Plugin Hybrid,0,0,0,0,0
White River,3557091,,Township,Propane,1,1,1,1,1
Whitestone,3549039,,Municipality,Compressed Natural Gas,0,0,0,0,0
Whitestone,3549039,,Municipality,Diesel,96,88,84,81,88
Whitestone,3549039,,Municipality,Electric,0,0,1,3,4
Whitestone,3549039,,Municipality,Gas,1037,1096,1098,1085,1103
Whitestone,3549039,,Municipality,Plugin Hybrid,0,0,0,2,2
Whitestone,3549039,,Municipality,Propane,0,0,0,0,0
Whitewater Region,3547056,,Township,Compressed Natural Gas,1,1,1,1,1
Whitewater Region,3547056,,Township,Diesel,347,354,362,377,391
Whitewater Region,3547056,,Township,Electric,1,1,2,4,7
Whitewater Region,3547056,,Township,Gas,6180,6192,6256,6241,6396
Whitewater Region,3547056,,Township,Plugin Hybrid,3,4,6,5,5
Whitewater Region,3547056,,Township,Propane,1,1,1,1,1
Wilmot,3530020,,Township,Compressed Natural Gas,1,1,1,1,0
Wilmot,3530020,,Township,Diesel,1990,1771,1792,1852,1829
Wilmot,3530020,,Township,Electric,14,22,48,66,88
Wilmot,3530020,,Township,Gas,16117,16514,16801,17034,17002
Wilmot,3530020,,Township,Plugin Hybrid,7,13,29,34,39
Wilmot,3530020,,Township,Propane,1,0,0,0,0
Windsor,3537039,,City,Compressed Natural Gas,16,18,19,19,17
Windsor,3537039,,City,Diesel,4658,4504,4547,4443,4446
Windsor,3537039,,City,Electric,57,72,110,155,198
Windsor,3537039,,City,Gas,144208,148908,151497,153783,155558
Windsor,3537039,,City,Plugin Hybrid,59,116,172,173,170
Windsor,3537039,,City,Propane,25,17,14,10,10
Wollaston,3512054,,Township,Compressed Natural Gas,0,0,0,0,0
Wollaston,3512054,,Township,Diesel,59,55,57,61,60
Wollaston,3512054,,Township,Electric,0,0,0,0,0
Wollaston,3512054,,Township,Gas,826,851,833,883,906
Wollaston,3512054,,Township,Plugin Hybrid,0,0,0,0,0
Wollaston,3512054,,Township,Propane,0,0,0,0,0
Woodstock,3532042,,City,Compressed Natural Gas,1,3,3,2,2
Woodstock,3532042,,City,Diesel,2463,2465,2675,2856,2707
Woodstock,3532042,,City,Electric,7,24,64,70,75
Woodstock,3532042,,City,Gas,32711,34135,35009,36174,37499
Woodstock,3532042,,City,Plugin Hybrid,11,25,62,63,47
Woodstock,3532042,,City,Propane,3,3,3,2,1
Woolwich,3530035,,Township,Compressed Natural Gas,1,1,1,2,2
Woolwich,3530035,,Township,Diesel,1878,1845,1905,1936,1949
Woolwich,3530035,,Township,Electric,11,20,42,63,86
Woolwich,3530035,,Township,Gas,16696,17111,17333,17754,18465
Woolwich,3530035,,Township,Plugin Hybrid,7,19,26,24,31
Woolwich,3530035,,Township,Propane,2,3,2,1,1
York,,3519,Census Division,Compressed Natural Gas,155,152,158,162,159
York,,3519,Census Division,Diesel,45457,44493,43898,43910,43332
York,,3519,Census Division,Electric,934,1480,2952,3922,4977
York,,3519,Census Division,Gas,719534,733832,748209,763189,765773
York,,3519,Census Division,Plugin Hybrid,543,851,1626,1799,1982
York,,3519,Census Division,Propane,421,413,420,424,427
Zorra,3532027,,Township,Compressed Natural Gas,0,0,1,1,0
Zorra,3532027,,Township,Diesel,604,589,625,648,651
Zorra,3532027,,Township,Electric,0,1,4,4,5
Zorra,3532027,,Township,Gas,5930,5957,6085,6254,6476
Zorra,3532027,,Township,Plugin Hybrid,1,2,6,7,7
Zorra,3532027,,Township,Propane,1,1,1,1,0
